2.215779663408059361e-13 -7.193242982108661850e-15 -3.993431226367477427e-15 4.177613722042856068e-15 5.640585920306357329e-14 -2.878662961550863428e-12 -7.635012868860245546e-15 9.305795937909376419e-16 -6.368359142181063697e-16 -1.472458375760555753e-15 -2.258303912919921822e-14 1.305971604830359610e-12 4.340351419394369547e-15 -3.737814029652893168e-16 1.623407303024020951e-16 5.659338142567101213e-16 9.902123080232895702e-15 -6.134955737434519957e-13
-7.193242982108668161e-15 1.790291416938100500e-12 -3.408684587742901677e-14 5.335256664210807627e-16 8.955932609825190049e-14 -1.476307039784166672e-12 1.129351853549767738e-15 2.677390316077046239e-15 1.378228373688033606e-15 -9.008360671930977608e-17 1.111406227393889272e-15 -5.187694564416742259e-14 -4.890724110193659999e-16 1.630998375495268150e-16 3.012371730218544829e-17 -9.147572244773550278e-17 -5.264863982839368943e-16 3.237549312546750704e-14
-3.993431226367478216e-15 -3.408684587742901677e-14 7.506356050746480498e-12 8.562136622166600705e-15 3.104669776216715138e-13 -5.909340082649030389e-12 -4.190473745573028510e-16 1.575463090719175498e-15 8.270358749517145909e-16 -7.807684561624058574e-15 7.919092738797596281e-15 -1.903283024208879619e-13 7.248490401630520615e-17 -7.758678524203545907e-18 1.283044260042897232e-16 3.589365033752067203e-16 -2.160532458543148025e-16 8.067886032869892697e-15
4.177613722042854490e-15 5.335256664210854959e-16 8.562136622166600705e-15 1.576193565239342135e-11 -1.583571334829492024e-13 -2.782156207846457333e-11 -1.466006799432629066e-15 -1.036661697716830975e-16 -7.488560512117339207e-15 -3.188440691079565370e-14 2.292948811236018557e-14 1.947766040403308200e-13 5.842979408093725950e-16 -1.195421322977287931e-16 4.001769967048241397e-16 3.963102905426242370e-15 -2.705974025632102148e-16 1.026736045321610266e-14
5.640585920306356697e-14 8.955932609825192573e-14 3.104669776216713119e-13 -1.583571334829492024e-13 8.131557156275816993e-11 -1.081604987884984623e-10 -2.507686203900887420e-14 1.359510156498371721e-15 7.097273239534909364e-15 2.600659688497807042e-14 -2.218078066713864507e-15 9.351317530586829523e-13 1.188335112691940341e-14 -7.018328277503430273e-16 -1.077080699403215817e-16 -1.282515202422574740e-15 9.995437891154601428e-15 -1.095739902494060494e-12
-2.878662961550863428e-12 -1.476307039784166672e-12 -5.909340082649030389e-12 -2.782156207846457979e-11 -1.081604987884984623e-10 2.779877828153046490e-09 1.364419911497724383e-12 -5.349871406076222305e-14 -1.522576849301426747e-13 1.318978903331676279e-13 8.031492052386443848e-13 -6.695146225172826589e-11 -6.458356059401379514e-13 3.495235457649233396e-14 -2.162949537533517524e-16 5.926209508781792673e-14 -9.165931909315776103e-13 5.654765467760751114e-11
-7.635012868860243968e-15 1.129351853549767935e-15 -4.190473745573029003e-16 -1.466006799432629066e-15 -2.507686203900887736e-14 1.364419911497724181e-12 9.533369481553115653e-14 -3.033001414889715591e-15 -1.589602778567624753e-15 1.068521895191890129e-15 1.334101889463255036e-14 -6.621459878504699903e-13 -1.091568172053071682e-15 5.424105755547380989e-16 -3.983091416108981099e-16 -4.047022502316013657e-16 -5.427416237370204408e-15 3.259001110555490517e-13
9.305795937909376419e-16 2.677390316077045844e-15 1.575463090719175893e-15 -1.036661697716830975e-16 1.359510156498370932e-15 -5.349871406076221674e-14 -3.033001414889717168e-15 8.098057468709929685e-13 -1.526268034707854010e-14 5.871638490584523615e-16 4.161946212789122734e-14 -7.124098324697901916e-13 5.595655464862795712e-16 2.309385377767549163e-15 1.350950174171671950e-15 -2.321317391985822727e-16 5.170547308798268492e-16 -1.288142423110357086e-14
-6.368359142181062711e-16 1.378228373688033606e-15 8.270358749517141965e-16 -7.488560512117340785e-15 7.097273239534906997e-15 -1.522576849301427000e-13 -1.589602778567625542e-15 -1.526268034707855272e-14 3.395223538651404079e-12 5.134035195344233829e-15 1.507648002180920704e-13 -2.883152195094078570e-12 -4.156249599827285623e-16 1.425818958021557117e-15 8.569492538875722022e-16 -6.657014247882596058e-15 7.246263983976436021e-15 -1.488130446878073247e-13
-1.472458375760555555e-15 -9.008360671930972677e-17 -7.807684561624058574e-15 -3.188440691079564108e-14 2.600659688497807673e-14 1.318978903331675269e-13 1.068521895191890129e-15 5.871638490584569961e-16 5.134035195344252762e-15 7.136542635978896148e-12 -5.370324637241448410e-14 -1.300126844325982774e-11 -4.856213426708734304e-16 -2.096136341780049936e-16 -6.800981767300133019e-15 -2.833459854958385184e-14 2.320567810616905477e-14 2.007162979013986468e-13
-2.258303912919922138e-14 1.111406227393888878e-15 7.919092738797594703e-15 2.292948811236019188e-14 -2.218078066713858196e-15 8.031492052386445867e-13 1.334101889463254878e-14 4.161946212789122734e-14 1.507648002180920704e-13 -5.370324637241442099e-14 3.689192685370365000e-11 -4.912494696452407186e-11 -5.755759732898915838e-15 5.985135781073041572e-16 6.685919733168391622e-15 2.085675333607750564e-14 3.089727234802031887e-14 -7.480904071980599813e-13
1.305971604830359610e-12 -5.187694564416734686e-14 -1.903283024208879872e-13 1.947766040403307696e-13 9.351317530586829523e-13 -6.695146225172826589e-11 -6.621459878504701923e-13 -7.124098324697905955e-13 -2.883152195094079378e-12 -1.300126844325983097e-11 -4.912494696452407186e-11 1.230557924644857550e-09 3.173982084303637460e-13 -1.598416036700898863e-14 -1.499819543775802294e-13 1.544018713303256728e-13 -8.832063648141829144e-13 1.965473943401503718e-11
4.340351419394368758e-15 -4.890724110193660985e-16 7.248490401630520615e-17 5.842979408093723978e-16 1.188335112691940657e-14 -6.458356059401380524e-13 -1.091568172053071287e-15 5.595655464862793740e-16 -4.156249599827285623e-16 -4.856213426708734304e-16 -5.755759732898916627e-15 3.173982084303637460e-13 1.636237429738074222e-13 -4.808622374813660005e-15 -3.258508357551355309e-15 5.961525677314560939e-16 6.168163166599735615e-15 -1.880951317872271939e-13
-3.737814029652894154e-16 1.630998375495268150e-16 -7.758678524203519714e-18 -1.195421322977287931e-16 -7.018328277503430273e-16 3.495235457649230871e-14 5.424105755547380989e-16 2.309385377767547586e-15 1.425818958021557117e-15 -2.096136341780049197e-16 5.985135781073046503e-16 -1.598416036700900125e-14 -4.808622374813656849e-15 1.465934443024297379e-12 -2.703977987497162012e-14 6.453387830735463232e-16 7.748055269685621245e-14 -1.336191734959167910e-12
1.623407303024020951e-16 3.012371730218542364e-17 1.283044260042896985e-16 4.001769967048241397e-16 -1.077080699403215571e-16 -2.162949537533533301e-16 -3.983091416108981099e-16 1.350950174171671950e-15 8.569492538875718078e-16 -6.800981767300133019e-15 6.685919733168391622e-15 -1.499819543775802041e-13 -3.258508357551355309e-15 -2.703977987497159487e-14 6.146357795755303721e-12 6.492094099289477123e-15 2.763453957877015762e-13 -5.332037141410150944e-12
5.659338142567103185e-16 -9.147572244773553976e-17 3.589365033752068682e-16 3.963102905426242370e-15 -1.282515202422574543e-15 5.926209508781793935e-14 -4.047022502316013657e-16 -2.321317391985822727e-16 -6.657014247882597636e-15 -2.833459854958385184e-14 2.085675333607750564e-14 1.544018713303256728e-13 5.961525677314562911e-16 6.453387830735462246e-16 6.492094099289477123e-15 1.290267797913069375e-11 -1.167281217417431165e-13 -2.327941655405480403e-11
9.902123080232892546e-15 -5.264863982839372887e-16 -2.160532458543147039e-16 -2.705974025632102148e-16 9.995437891154603005e-15 -9.165931909315776103e-13 -5.427416237370204408e-15 5.170547308798266519e-16 7.246263983976436021e-15 2.320567810616905477e-14 3.089727234802031887e-14 -8.832063648141831164e-13 6.168163166599737982e-15 7.748055269685622508e-14 2.763453957877015762e-13 -1.167281217417431165e-13 6.692702849512056069e-11 -8.866436041546396453e-11
-6.134955737434519957e-13 3.237549312546750704e-14 8.067886032869895853e-15 1.026736045321610897e-14 -1.095739902494060494e-12 5.654765467760749821e-11 3.259001110555490012e-13 -1.288142423110357401e-14 -1.488130446878073500e-13 2.007162979013986468e-13 -7.480904071980599813e-13 1.965473943401503718e-11 -1.880951317872272191e-13 -1.336191734959167102e-12 -5.332037141410150944e-12 -2.327941655405480403e-11 -8.866436041546396453e-11 2.157835173276021370e-09
