1.457201282036202076e-13 1.636940933251605727e-14 5.680056407472160014e-14 6.452728506824426253e-14 7.555640214880899166e-14 8.214852398800235612e-14 -1.652641534371083303e-13 1.593931965411656699e-13 2.627869660047740663e-14 5.697105574120378758e-14 7.499203214559180691e-14 8.747697138981097723e-14 8.922192794438447691e-14 1.809062294502019843e-13 1.760808477233203956e-13 3.800442377481045416e-14 6.599275938925649073e-14 9.059032281631137227e-14 1.073242447666102409e-13 1.104102958841543658e-13 2.585949922495222041e-13
1.636940933251606989e-14 7.699435955020480076e-13 1.437309254990463215e-13 2.267019018142566861e-13 2.688380710074350014e-13 2.780370641753584712e-13 3.111955153951816327e-13 2.545829083698133344e-14 5.385320495552461291e-13 1.882016379416445547e-13 2.754106961778592411e-13 3.267841383035725552e-13 3.401661660954221293e-13 5.225787005689880160e-13 3.820984484132814987e-14 4.072286444485112619e-13 2.407442286743560795e-13 3.355963554612529136e-13 4.061058864558270746e-13 4.276276161979518245e-13 9.496264190798617117e-13
5.680056407472159383e-14 1.437309254990461953e-13 3.406433054745011118e-12 4.498583736843300422e-13 5.859283271420172661e-13 7.136561615358662847e-13 -1.818083394000662387e-12 5.847071992867298811e-14 1.953935357268727347e-13 1.316748627511626728e-12 5.834255520698545162e-13 6.878525047110828509e-13 7.176876933559554970e-13 8.571965163082329406e-13 6.629273357945413751e-14 2.670478477424944362e-13 7.824087741630238756e-13 7.216138045999964858e-13 8.492755797345799408e-13 8.759863563057953147e-13 1.925588761498337764e-12
6.452728506824427516e-14 2.267019018142568375e-13 4.498583736843292849e-13 1.056517516884368856e-11 8.777943912109493700e-13 1.265568690613671281e-12 -7.196124023274789764e-12 7.542924627412818979e-14 2.818481686531886256e-13 5.744594752255518751e-13 2.501632059837053267e-12 1.039576091196949313e-12 1.155074534428944997e-12 2.618315601032237777e-13 9.205742524429583746e-14 3.547573922671682407e-13 7.074186245563475982e-13 1.347766730787756441e-12 1.301899727503988582e-12 1.365593222974856968e-12 2.676917768039874322e-12
7.555640214880905477e-14 2.688380710074347994e-13 5.859283271420167612e-13 8.777943912109490671e-13 1.949390982407699849e-11 9.019742503280778573e-13 -3.237911687055182058e-11 8.822045626357001059e-14 3.339684502057080685e-13 6.818100001749654611e-13 1.040009864715465996e-12 3.093271582403140776e-12 1.426420916530387266e-12 5.390319170808954046e-13 1.091900617074929397e-13 4.292021352504742470e-13 8.352543750475703588e-13 1.304237975309836439e-12 1.888558463193948093e-12 1.875376085788456881e-12 4.355209899095425414e-12
8.214852398800230563e-14 2.780370641753582693e-13 7.136561615358661838e-13 1.265568690613670271e-12 9.019742503280778573e-13 8.860774611474040307e-11 -1.133790600449055939e-10 9.057233534116105030e-14 3.517721710374787879e-13 7.141651089676501811e-13 1.160879249694353703e-12 1.427912831761712728e-12 6.234186963749117424e-12 -5.340986968965998256e-12 1.122667314907979652e-13 4.566234762916576865e-13 8.676456216158803625e-13 1.374367930683268943e-12 1.880343504477157115e-12 2.482999944389144435e-12 4.587194523095785551e-12
-1.652641534371073206e-13 3.111955153951824405e-13 -1.818083394000662589e-12 -7.196124023274747759e-12 -3.237911687055182058e-11 -1.133790600449055293e-10 2.932906237545873160e-09 1.410805425440383716e-13 2.813415617595786723e-13 6.834809759380305787e-13 7.031247874009684456e-14 2.443955711532259134e-13 -5.662428630940569780e-12 2.038813228367112828e-10 2.696423687218264367e-13 6.804096218924573374e-13 1.636140169709606079e-12 2.352255904832861265e-12 3.996351512246441774e-12 4.188906666440793312e-12 3.952171048968216093e-11
1.593931965411656951e-13 2.545829083698134921e-14 5.847071992867307647e-14 7.542924627412810144e-14 8.822045626356996010e-14 9.057233534116106292e-14 1.410805425440403406e-13 2.065009693616335032e-13 3.247742891915854403e-14 6.929934345151720223e-14 9.236940511202801936e-14 1.099234466154821254e-13 1.153833731845734856e-13 1.753670043301537613e-13 2.621565371919126693e-13 4.604185171387540994e-14 8.076168878699091382e-14 1.129474919581726869e-13 1.358800163476081573e-13 1.429628162820511472e-13 3.479199283328966854e-13
2.627869660047740663e-14 5.385320495552466339e-13 1.953935357268728862e-13 2.818481686531883732e-13 3.339684502057078666e-13 3.517721710374788384e-13 2.813415617595785714e-13 3.247742891915851879e-14 7.275731072387518210e-13 2.275619367505820889e-13 3.421411274038892351e-13 4.163926481204621992e-13 4.435582219101402961e-13 7.989422244414051934e-13 4.678299374059480533e-14 7.509450221593713055e-13 2.803130541748932769e-13 4.221830431374536365e-13 5.220844901855792829e-13 5.670458411969702653e-13 1.149283836805935609e-12
5.697105574120374971e-14 1.882016379416445547e-13 1.316748627511627334e-12 5.744594752255528848e-13 6.818100001749655621e-13 7.141651089676505850e-13 6.834809759380316894e-13 6.929934345151720223e-14 2.275619367505822404e-13 2.294722328840541695e-12 6.824524780645070679e-13 8.445399337266992311e-13 9.355587429054742277e-13 5.247092316700225173e-13 8.281780931123193485e-14 2.941234181377701429e-13 1.587135390766043084e-12 8.635655872727950358e-13 1.051953850590932879e-12 1.131376383264037473e-12 1.980898970143733680e-12
7.499203214559183216e-14 2.754106961778590896e-13 5.834255520698537085e-13 2.501632059837051248e-12 1.040009864715465390e-12 1.160879249694353703e-12 7.031247874010689149e-14 9.236940511202804460e-14 3.421411274038891342e-13 6.824524780645072699e-13 6.211870325136456580e-12 1.317181273072917546e-12 1.577833303581007689e-12 -1.821960858967945385e-12 1.149597222791755357e-13 4.361073615609754595e-13 8.571050807236273311e-13 2.993291094823705160e-12 1.644984960376218585e-12 1.837096762754456253e-12 1.977356065944612833e-12
8.747697138981109083e-14 3.267841383035725552e-13 6.878525047110833557e-13 1.039576091196950323e-12 3.093271582403140372e-12 1.427912831761711719e-12 2.443955711532317699e-13 1.099234466154821507e-13 4.163926481204621992e-13 8.445399337266997360e-13 1.317181273072917344e-12 1.075412927208631599e-11 1.761352023218829240e-12 -1.248241753204135459e-11 1.389200189843654641e-13 5.385848970000479717e-13 1.047174668864138948e-12 1.646021133916854867e-12 3.907720210492011344e-12 2.437567737309392211e-12 3.446553590157697928e-12
8.922192794438442642e-14 3.401661660954218264e-13 7.176876933559556989e-13 1.155074534428946208e-12 1.426420916530387468e-12 6.234186963749119040e-12 -5.662428630940576243e-12 1.153833731845735361e-13 4.435582219101401447e-13 9.355587429054742277e-13 1.577833303581007487e-12 1.761352023218828837e-12 4.349980413280813994e-11 -5.020729191739421010e-11 1.465725566876868761e-13 5.853953146662133885e-13 1.128042487353983568e-12 1.840686676419763841e-12 2.437063002126445714e-12 7.285642361298165735e-12 -1.658350040468506778e-12
1.809062294502014037e-13 5.225787005689890258e-13 8.571965163082339504e-13 2.618315601032192844e-13 5.390319170808948997e-13 -5.340986968966012796e-12 2.038813228367111535e-10 1.753670043301536350e-13 7.989422244414053954e-13 5.247092316700234261e-13 -1.821960858967946596e-12 -1.248241753204135944e-11 -5.020729191739422949e-11 1.399820571728912208e-09 3.302066437265131948e-13 1.113175878646444129e-12 1.865936281111382319e-12 1.875068524013989767e-12 3.302742235358084668e-12 -1.762295879884557775e-12 2.134362177513424925e-10
1.760808477233203704e-13 3.820984484132813725e-14 6.629273357945406178e-14 9.205742524429587532e-14 1.091900617074930155e-13 1.122667314907980662e-13 2.696423687218264872e-13 2.621565371919126188e-13 4.678299374059489369e-14 8.281780931123188436e-14 1.149597222791755610e-13 1.389200189843653379e-13 1.465725566876869014e-13 3.302066437265144065e-13 3.938723862909886281e-13 6.009743523131445710e-14 1.008189739114571806e-13 1.455436501128970174e-13 1.779821578873310916e-13 1.932337386537944347e-13 4.119232477676654401e-13
3.800442377481043523e-14 4.072286444485113628e-13 2.670478477424944362e-13 3.547573922671681398e-13 4.292021352504739441e-13 4.566234762916575855e-13 6.804096218924522887e-13 4.604185171387534052e-14 7.509450221593719113e-13 2.941234181377701934e-13 4.361073615609755100e-13 5.385848970000478707e-13 5.853953146662132876e-13 1.113175878646442311e-12 6.009743523131452020e-14 1.464591529897498304e-12 3.196025821853160973e-13 5.425385418058836223e-13 6.888910915274913375e-13 7.742251200187171767e-13 1.423629596487737032e-12
6.599275938925642762e-14 2.407442286743558271e-13 7.824087741630243805e-13 7.074186245563468914e-13 8.352543750475710656e-13 8.676456216158808674e-13 1.636140169709607291e-12 8.076168878699095169e-14 2.803130541748933779e-13 1.587135390766042883e-12 8.571050807236271291e-13 1.047174668864138746e-12 1.128042487353982760e-12 1.865936281111384338e-12 1.008189739114570923e-13 3.196025821853158449e-13 4.373643839771350443e-12 1.016835108247736640e-12 1.336128338317640906e-12 1.572754016613035469e-12 7.254771665947167307e-13
9.059032281631129654e-14 3.355963554612525602e-13 7.216138045999960819e-13 1.347766730787755836e-12 1.304237975309835833e-12 1.374367930683268741e-12 2.352255904832860861e-12 1.129474919581726617e-13 4.221830431374533335e-13 8.635655872727952378e-13 2.993291094823701929e-12 1.646021133916854867e-12 1.840686676419763034e-12 1.875068524013995826e-12 1.455436501128968659e-13 5.425385418058838242e-13 1.016835108247736034e-12 1.185625162160335914e-11 2.138587751010816720e-12 2.723242456976455238e-12 -3.931189861565035749e-12
1.073242447666102661e-13 4.061058864558270746e-13 8.492755797345791330e-13 1.301899727503989996e-12 1.888558463193948901e-12 1.880343504477157519e-12 3.996351512246437735e-12 1.358800163476081068e-13 5.220844901855792829e-13 1.051953850590933687e-12 1.644984960376218787e-12 3.907720210492009728e-12 2.437063002126445714e-12 3.302742235358079014e-12 1.779821578873310663e-13 6.888910915274915395e-13 1.336128338317640300e-12 2.138587751010816316e-12 2.027775189384616195e-11 2.997061060084864006e-12 -2.307125471087537463e-11
1.104102958841544415e-13 4.276276161979516225e-13 8.759863563057953147e-13 1.365593222974856968e-12 1.875376085788456881e-12 2.482999944389144031e-12 4.188906666440797351e-12 1.429628162820511725e-13 5.670458411969704673e-13 1.131376383264037069e-12 1.837096762754457868e-12 2.437567737309393019e-12 7.285642361298165735e-12 -1.762295879884563833e-12 1.932337386537945105e-13 7.742251200187171767e-13 1.572754016613035267e-12 2.723242456976456853e-12 2.997061060084866429e-12 8.160900462082344832e-11 -9.344899354537860014e-11
2.585949922495220526e-13 9.496264190798619136e-13 1.925588761498339783e-12 2.676917768039870687e-12 4.355209899095427837e-12 4.587194523095785551e-12 3.952171048968218678e-11 3.479199283328961805e-13 1.149283836805935003e-12 1.980898970143733276e-12 1.977356065944617276e-12 3.446553590157689042e-12 -1.658350040468507990e-12 2.134362177513424667e-10 4.119232477676656420e-13 1.423629596487735416e-12 7.254771665947163268e-13 -3.931189861565023632e-12 -2.307125471087535847e-11 -9.344899354537865184e-11 2.580199624125989516e-09
