1.494189822242140879e-13 1.509360431960844394e-14 5.964380110048755309e-14 6.537606920221162113e-14 7.746142668940461745e-14 7.933482520197340523e-14 1.006976888102780772e-13 1.596218684819233537e-13 2.638843931191567952e-14 5.640688173641816692e-14 7.478882805910328803e-14 8.681461108065688232e-14 9.137684176219122690e-14 3.172746151677483720e-14 1.762093029734910110e-13 3.815705538253952161e-14 6.603411481259350289e-14 9.065714825003569699e-14 1.075707415488486765e-13 1.091584929447590231e-13 3.356996679196352510e-13 5.193718376737630040e-15 -6.077773573123514575e-16 1.351675758730973543e-15 2.184111840179110839e-15 1.267519421510794695e-14 -5.259841693868837642e-13 9.790857265945910889e-16 -2.130233511702891026e-16 -1.752927728655249653e-16 -8.878729947287045443e-16 -5.730428194281143245e-15 2.418820681478682599e-13 3.793553245984006940e-16 -5.352150166563275181e-16 -4.760953517949599383e-16 -1.817847591893911250e-15 -3.559463657039160270e-15 6.530109106154697443e-14
1.509360431960843131e-14 7.716449620938029928e-13 1.399895017101079996e-13 2.264941631485332857e-13 2.683207372565510455e-13 2.853483044444395319e-13 -1.387510630373453631e-13 2.567264951782270806e-14 5.384920254762366344e-13 1.888785414003495881e-13 2.756847479367073253e-13 3.276128037149411406e-13 3.376172487188515774e-13 6.949082930043788093e-13 3.851439233404030676e-14 4.072060153390064035e-13 2.406240699583918412e-13 3.355365688192070983e-13 4.058490040628971648e-13 4.292223517948703590e-13 8.556280843567022288e-13 -4.840646951438189706e-15 -1.078113480846651321e-15 1.876496837324386102e-16 1.094581140863484900e-15 1.289375192971437809e-15 1.787081880279674298e-13 2.946397262875506876e-15 -1.050395918558060887e-15 -7.032356071159124670e-16 -2.369892518128075156e-15 -1.748490681846307270e-15 -6.113994351087579755e-14 3.653948277826314736e-15 -4.153901591217294045e-16 -1.522219686660130727e-15 -5.190317042739760505e-15 -1.359269900097749052e-14 3.967051016676447659e-13
5.964380110048755309e-14 1.399895017101081259e-13 3.422627295282679020e-12 4.583929190991992608e-13 6.046203660695932331e-13 7.217585454123027585e-13 -1.478322435202620252e-12 5.760889166244817707e-14 1.965407907543356166e-13 1.312566033845628200e-12 5.819735402764919223e-13 6.841321826419108936e-13 7.251630921648414204e-13 2.573420504895816322e-13 6.659530648567650507e-14 2.667343061984361408e-13 7.836309448443890347e-13 7.223573492829463375e-13 8.509628707869915112e-13 8.715008401477253218e-13 2.250251331694505970e-12 2.517704971781975965e-14 1.184418158977148398e-14 1.650898661529057602e-14 3.551806071075325509e-14 1.792906416701984696e-13 -5.338193476523397979e-12 -4.261412687426968703e-15 3.402643691438785788e-15 -1.063909859655010805e-15 -4.158626622366271222e-15 -2.726856429295572447e-14 1.271716536539246862e-12 8.310771767040708050e-16 1.891728203746489868e-16 -2.741532371677268727e-15 -1.028691484221952767e-14 -1.628000427643433638e-14 1.551747540126892495e-13
6.537606920221160851e-14 2.264941631485331342e-13 4.583929190992000686e-13 1.059648660906032440e-11 9.381141184717481175e-13 1.351271176135772122e-12 -1.134945979933292395e-11 7.522908092294807409e-14 2.821559601793552151e-13 5.735482543703307277e-13 2.501733588102198931e-12 1.038812687097640276e-12 1.158223011021776757e-12 9.470494109507784872e-14 9.213054039614047428e-14 3.546699709243789139e-13 7.077253750044353020e-13 1.347926688510998481e-12 1.302273026429395152e-12 1.364802784953498831e-12 2.742129944576465228e-12 7.238777914947132947e-15 1.167513139157891753e-14 6.745560932310407194e-14 1.192362291780166197e-13 4.874007106996080052e-13 -1.205364342688427410e-11 1.225247216766898987e-15 9.593640889872853436e-16 6.130204913169170591e-15 5.812562644363336637e-15 2.127265015916374101e-14 -5.612477427359126841e-13 8.440156636136174355e-16 7.577480147572752641e-17 -3.383741153572389570e-15 -1.393587852123105435e-14 -3.133242915568411236e-14 7.616286448696868855e-13
7.746142668940454171e-14 2.683207372565512979e-13 6.046203660695937380e-13 9.381141184717483195e-13 1.968521954017369224e-11 1.020396032298468698e-12 -3.991721738806262613e-11 8.763146118439230815e-14 3.348029591327731419e-13 6.794240236907489348e-13 1.039242356920820525e-12 3.091206087651457937e-12 1.432272986608014172e-12 3.089995973408514861e-13 1.095457500641256503e-13 4.289488561507961352e-13 8.360425482108940599e-13 1.304642909533986644e-12 1.889633202106766140e-12 1.873161774160100155e-12 4.515330863641464009e-12 1.465210624682341219e-14 2.719658311279148380e-14 1.109275361156968417e-13 4.783919372188740576e-13 -2.493468450362961835e-13 -1.754558099616128602e-11 -2.464837234078945273e-16 4.676808715658308958e-16 -1.084468600131149806e-15 -6.411803529701416871e-15 -1.182061363596245434e-13 2.252661276626164125e-12 2.070756276465811663e-15 -4.623686634636257433e-16 -7.665163616665033958e-15 -2.476323574679416673e-14 -5.858991903332982909e-14 1.385200786298444879e-12
7.933482520197346834e-14 2.853483044444397338e-13 7.217585454123028594e-13 1.351271176135772930e-12 1.020396032298468698e-12 9.085472375348949026e-11 -1.431291453298611639e-10 9.238145743678127968e-14 3.497928611108920839e-13 7.191457259195644047e-13 1.163719910503362669e-12 1.433358660272807213e-12 6.224854954054131035e-12 -5.062507415791540807e-12 1.107056782692978754e-13 4.572458205200173771e-13 8.660440186097171665e-13 1.373997762033978966e-12 1.879211799736162763e-12 2.490629857127340936e-12 4.036996160269636392e-12 -1.834619214900967155e-14 1.190755136622107407e-13 4.799050827563087291e-13 -7.241430878685327143e-14 1.699599776902733129e-12 -1.071052132778202295e-10 2.346753104009117610e-14 5.544999629479813328e-15 4.182605834911017258e-14 3.840093966653365882e-14 1.651037367102462406e-13 -9.304885534818632042e-12 -6.912103351667518470e-15 -1.356858956975074021e-16 -5.543036660622621139e-15 -2.355832140825740658e-14 -3.848555931021274777e-14 1.511830440996945098e-12
1.006976888102770927e-13 -1.387510630373461456e-13 -1.478322435202620252e-12 -1.134945979933296595e-11 -3.991721738806262613e-11 -1.431291453298612156e-10 3.962643550210676463e-09 1.039748893007945038e-14 4.343696404856251059e-13 2.773771749310602317e-13 -7.860977958655973582e-14 4.350917196549971713e-14 -5.334406665851258212e-12 1.424367162314255341e-10 3.712844299476642482e-13 6.302486251894213102e-13 1.772106852017742928e-12 2.401404300777036327e-12 4.109561802065780929e-12 3.550127368572095418e-12 8.157565978956100618e-11 2.094686614205952877e-12 -2.651923536535221745e-12 -1.129312921735010760e-11 -2.073015369509789241e-11 -1.011691692452573874e-10 1.869983559239200142e-09 -1.265223819870659405e-12 -7.632393063159819827e-14 -7.082158684340622662e-13 -1.430407038953618533e-12 -4.808931197922201539e-12 2.010578675495874243e-10 5.338524229639657844e-13 -1.662767438828065385e-14 -1.136728351694281475e-13 -4.022952971944352751e-13 1.563147837392662635e-13 -2.931101619897910915e-11
1.596218684819233537e-13 2.567264951782269228e-14 5.760889166244808872e-14 7.522908092294816244e-14 8.763146118439235864e-14 9.238145743678126706e-14 1.039748893007745299e-14 2.082874625804366638e-13 3.220417109008362186e-14 6.969592285022263173e-14 9.257044558667161961e-14 1.103850717450303870e-13 1.148791355371647958e-13 2.292221483866809847e-13 2.625735697577312607e-13 4.630523472964102884e-14 8.053095625360107592e-14 1.128670169568355289e-13 1.356857108981384140e-13 1.434049171513255006e-13 3.135795387365871018e-13 -3.655283943507430090e-17 1.677826271424305593e-16 -1.026841748553282217e-16 -6.810536439289363603e-16 -5.443585554822760883e-15 2.331729871078354719e-13 2.978657801289108144e-15 -6.849702725151242540e-16 1.485160772513041169e-16 -5.268588816423427818e-16 6.618717266821562755e-16 -7.246391312238227511e-14 1.048263971551507049e-15 -7.801156602812983678e-16 -6.286424357951589248e-16 -2.401162650011200709e-15 -7.109283745576729444e-15 2.364725877430495649e-13
2.638843931191567952e-14 5.384920254762362305e-13 1.965407907543354651e-13 2.821559601793554676e-13 3.348029591327733439e-13 3.497928611108920334e-13 4.343696404856251059e-13 3.220417109008364080e-14 7.281699453458307085e-13 2.267490254607553135e-13 3.422129606749498299e-13 4.165764373298240896e-13 4.458593967790991877e-13 6.705310434838222940e-13 4.733040443648861770e-14 7.508505073051127606e-13 2.805917157401915139e-13 4.223857603084482859e-13 5.224645426216593801e-13 5.666942886635218550e-13 1.185622253687248293e-12 2.581107340394839411e-15 -8.103593386369842748e-16 -1.718575940400365303e-16 -1.682622419198899596e-15 -3.682126278248631384e-15 1.098525944762814423e-13 3.711858977316003832e-15 -1.748558556227843285e-15 -5.226280605486574223e-16 -2.140632089190371794e-15 -1.527297233915098030e-15 3.957017478465969305e-14 6.681390142700353178e-15 -2.043531809907876002e-15 -1.859917087956140072e-15 -6.452500629765438239e-15 -1.407450337480135656e-14 3.997031282511264557e-13
5.640688173641821740e-14 1.888785414003495881e-13 1.312566033845627595e-12 5.735482543703297180e-13 6.794240236907489348e-13 7.191457259195638999e-13 2.773771749310591210e-13 6.969592285022263173e-14 2.267490254607552125e-13 2.297146138225597697e-12 6.853663610090372959e-13 8.508577997210042717e-13 9.425562617824582172e-13 3.581986949555856844e-13 8.217994405359509044e-14 2.943776260522641070e-13 1.586565491077606832e-12 8.633356780710512683e-13 1.051376991907258478e-12 1.133422133711544150e-12 1.854133362225965947e-12 -5.530286048597755663e-15 4.444388004346573879e-15 -8.822242863247581129e-17 -1.783699154349007060e-15 -1.502539925515355897e-14 7.584454130656084139e-13 5.118871197922399982e-15 6.578927088343922535e-15 4.213793137399247485e-15 8.104021249347888196e-15 5.212240574604243041e-14 -1.372345433397109335e-12 -5.197787118542516492e-15 3.563275050226163951e-15 -2.698995838503218706e-15 -9.294350557219191104e-15 -2.018308440938613741e-14 6.864746197645076809e-13
