1/k1half 	 beta 		 gamma 
0.72658991 	 0.17647059 	 -1.01522843 
0.46329285 	 0.17647059 	 -1.01522843 
0.33664188 	 0.17647059 	 -1.01522843 
0.72658991 	 0.17647059 	 -0.50761421 
0.46329285 	 0.17647059 	 -0.50761421 
0.33664188 	 0.17647059 	 -0.50761421 
0.72658991 	 0.17647059 	 -0.10152284 
0.46329285 	 0.17647059 	 -0.10152284 
0.33664188 	 0.17647059 	 -0.10152284 
0.72658991 	 0.23529412 	 -1.01522843 
0.46329285 	 0.23529412 	 -1.01522843 
0.33664188 	 0.23529412 	 -1.01522843 
0.72658991 	 0.23529412 	 -0.50761421 
0.46329285 	 0.23529412 	 -0.50761421 
0.33664188 	 0.23529412 	 -0.50761421 
0.72658991 	 0.23529412 	 -0.10152284 
0.46329285 	 0.23529412 	 -0.10152284 
0.33664188 	 0.23529412 	 -0.10152284 
0.72658991 	 0.29411765 	 -1.01522843 
0.46329285 	 0.29411765 	 -1.01522843 
0.33664188 	 0.29411765 	 -1.01522843 
0.72658991 	 0.29411765 	 -0.50761421 
0.46329285 	 0.29411765 	 -0.50761421 
0.33664188 	 0.29411765 	 -0.50761421 
0.72658991 	 0.29411765 	 -0.10152284 
0.46329285 	 0.29411765 	 -0.10152284 
0.33664188 	 0.29411765 	 -0.10152284 
0.43362280 	 0.23529412 	 -0.50761421 
0.38544249 	 0.23529412 	 -0.50761421 
0.43362280 	 0.29411765 	 -0.50761421 
0.38544249 	 0.29411765 	 -0.50761421 
0.43362280 	 0.58823529 	 -0.50761421 
0.38544249 	 0.58823529 	 -0.50761421 
0.43362280 	 1.17647059 	 -0.50761421 
0.38544249 	 1.17647059 	 -0.50761421 
0.72658991 	 0.29411765 	 -0.03045685 
0.72658991 	 0.29411765 	 -0.01522843 
0.46329285 	 0.29411765 	 -0.03045685 
0.46329285 	 0.29411765 	 -0.01522843 
0.33664188 	 0.29411765 	 -0.03045685 
0.33664188 	 0.29411765 	 -0.01522843 
0.43362280 	 0.29411765 	 -0.03045685 
0.43362280 	 0.29411765 	 -0.01522843 
0.38544249 	 0.29411765 	 -0.03045685 
0.38544249 	 0.29411765 	 -0.01522843 
0.72658991 	 0.58823529 	 -0.03045685 
0.72658991 	 0.58823529 	 -0.01522843 
0.46329285 	 0.58823529 	 -0.03045685 
0.46329285 	 0.58823529 	 -0.01522843 
0.33664188 	 0.58823529 	 -0.03045685 
0.33664188 	 0.58823529 	 -0.01522843 
0.43362280 	 0.58823529 	 -0.03045685 
0.43362280 	 0.58823529 	 -0.01522843 
0.38544249 	 0.58823529 	 -0.03045685 
0.38544249 	 0.58823529 	 -0.01522843 
1.00000000 	 0.23529412 	 -0.60913706 
0.39043233 	 0.23529412 	 -0.60913706 
0.26278743 	 0.23529412 	 -0.60913706 
1.00000000 	 0.23529412 	 -0.40609137 
0.39043233 	 0.23529412 	 -0.40609137 
0.26278743 	 0.23529412 	 -0.40609137 
1.00000000 	 0.23529412 	 -0.20304569 
0.39043233 	 0.23529412 	 -0.20304569 
0.26278743 	 0.23529412 	 -0.20304569 
1.00000000 	 0.47058824 	 -0.60913706 
0.39043233 	 0.47058824 	 -0.60913706 
0.26278743 	 0.47058824 	 -0.60913706 
1.00000000 	 0.47058824 	 -0.40609137 
0.39043233 	 0.47058824 	 -0.40609137 
0.26278743 	 0.47058824 	 -0.40609137 
1.00000000 	 0.47058824 	 -0.20304569 
0.39043233 	 0.47058824 	 -0.20304569 
0.26278743 	 0.47058824 	 -0.20304569 
1.00000000 	 0.70588235 	 -0.60913706 
0.39043233 	 0.70588235 	 -0.60913706 
0.26278743 	 0.70588235 	 -0.60913706 
1.00000000 	 0.70588235 	 -0.40609137 
0.39043233 	 0.70588235 	 -0.40609137 
0.26278743 	 0.70588235 	 -0.40609137 
1.00000000 	 0.70588235 	 -0.20304569 
0.39043233 	 0.70588235 	 -0.20304569 
0.26278743 	 0.70588235 	 -0.20304569 
0.56721524 	 0.35294118 	 -0.76142132 
0.29538974 	 0.35294118 	 -0.76142132 
0.26278743 	 0.35294118 	 -0.76142132 
0.56721524 	 0.35294118 	 -0.25380711 
0.29538974 	 0.35294118 	 -0.25380711 
0.26278743 	 0.35294118 	 -0.25380711 
0.56721524 	 0.35294118 	 -0.10152284 
0.29538974 	 0.35294118 	 -0.10152284 
0.26278743 	 0.35294118 	 -0.10152284 
0.56721524 	 0.58823529 	 -0.76142132 
0.29538974 	 0.58823529 	 -0.76142132 
0.26278743 	 0.58823529 	 -0.76142132 
0.56721524 	 0.58823529 	 -0.25380711 
0.29538974 	 0.58823529 	 -0.25380711 
0.26278743 	 0.58823529 	 -0.25380711 
0.56721524 	 0.58823529 	 -0.10152284 
0.29538974 	 0.58823529 	 -0.10152284 
0.26278743 	 0.58823529 	 -0.10152284 
0.56721524 	 0.82352941 	 -0.76142132 
0.29538974 	 0.82352941 	 -0.76142132 
0.26278743 	 0.82352941 	 -0.76142132 
0.56721524 	 0.82352941 	 -0.25380711 
0.29538974 	 0.82352941 	 -0.25380711 
0.26278743 	 0.82352941 	 -0.25380711 
0.56721524 	 0.82352941 	 -0.10152284 
0.29538974 	 0.82352941 	 -0.10152284 
0.26278743 	 0.82352941 	 -0.10152284 
0.00000010 	 0.17647059 	 -1.01522843 
0.00000006 	 0.17647059 	 -0.50761421 
0.00000002 	 0.17647059 	 -0.10152284 
0.00000006 	 0.23529412 	 -1.01522843 
0.00000004 	 0.23529412 	 -0.50761421 
0.00000002 	 0.23529412 	 -0.10152284 
0.00000004 	 0.29411765 	 -1.01522843 
0.00000003 	 0.29411765 	 -0.50761421 
0.00000001 	 0.29411765 	 -0.10152284 
0.00000002 	 0.58823529 	 -0.50761421 
0.00000001 	 1.17647059 	 -0.50761421 
0.00000001 	 0.29411765 	 -0.03045685 
0.00000000 	 0.29411765 	 -0.01522843 
0.00000001 	 0.58823529 	 -0.03045685 
0.00000001 	 0.58823529 	 -0.01522843 
0.00000004 	 0.23529412 	 -0.60913706 
