1.000000000000000671e-03 9.993255955099999976e-01 9.994755192199999971e-01 9.995316620399999907e-01 9.995051491244396624e-01 9.995520906039498943e-01 9.995843552243532937e-01
1.010061519641926525e-03 9.993188758459677912e-01 9.994703063568446400e-01 9.995270178376459702e-01 9.995002047743024587e-01 9.995476178429949510e-01 9.995802063153920169e-01
1.020224273461357205e-03 9.993120899040766059e-01 9.994650423429752850e-01 9.995223282825914657e-01 9.994952111672409378e-01 9.995431005714664474e-01 9.995760161509678055e-01
1.030489280027957304e-03 9.993052370444127641e-01 9.994597266900013821e-01 9.995175929463284703e-01 9.994901677902577886e-01 9.995385383268866608e-01 9.995717843031944883e-01
1.040857568159752602e-03 9.992983166211688584e-01 9.994543589051498866e-01 9.995128113965999761e-01 9.994850741303029640e-01 9.995339306467938556e-01 9.995675103442016596e-01
1.051330177026238996e-03 9.992913279825954564e-01 9.994489384912311758e-01 9.995079831973734397e-01 9.994799296743932526e-01 9.995292770687431716e-01 9.995631938461319033e-01
1.061908156252537897e-03 9.992842704709531398e-01 9.994434649466065190e-01 9.995031079088149140e-01 9.994747339095522154e-01 9.995245771303082893e-01 9.995588343811403487e-01
1.072592566024593115e-03 9.992771434224627658e-01 9.994379377651533281e-01 9.994981850872616258e-01 9.994694863228109627e-01 9.995198303690721042e-01 9.995544315213967801e-01
1.083384477195433078e-03 9.992699461672571726e-01 9.994323564362327383e-01 9.994932142851968848e-01 9.994641864012328014e-01 9.995150363226333878e-01 9.995499848390807518e-01
1.094284971392492541e-03 9.992626780293314415e-01 9.994267204446549702e-01 9.994881950512225499e-01 9.994588336318981359e-01 9.995101945286063438e-01 9.995454939063905808e-01
1.105295141126022389e-03 9.992553383264936029e-01 9.994210292706453558e-01 9.994831269300330501e-01 9.994534275018894798e-01 9.995053045246224954e-01 9.995409582955308014e-01
1.116416089898587122e-03 9.992479263703143433e-01 9.994152823898110327e-01 9.994780094623889610e-01 9.994479674983447470e-01 9.995003658483293529e-01 9.995363775787234895e-01
1.127648932315662798e-03 9.992404414660777112e-01 9.994094792731057497e-01 9.994728421850900268e-01 9.994424531083795360e-01 9.994953780373927454e-01 9.995317513282080402e-01
1.138994794197353442e-03 9.992328829127300471e-01 9.994036193867970042e-01 9.994676246309490697e-01 9.994368838191626248e-01 9.994903406294879389e-01 9.995270791162306212e-01
1.150454812691221367e-03 9.992252500028295792e-01 9.993977021924305149e-01 9.994623563287655665e-01 9.994312591178663441e-01 9.994852531623275027e-01 9.995223605150574953e-01
1.162030136386262187e-03 9.992175420224961302e-01 9.993917271467965824e-01 9.994570368032985597e-01 9.994255784916792340e-01 9.994801151736006917e-01 9.995175950969689138e-01
1.173721925428022374e-03 9.992097582513593812e-01 9.993856937018955611e-01 9.994516655752412326e-01 9.994198414278365750e-01 9.994749262010580448e-01 9.995127824342571188e-01
1.185531351634874298e-03 9.992018979625078012e-01 9.993796013049026650e-01 9.994462421611933767e-01 9.994140474135730923e-01 9.994696857824337810e-01 9.995079220992264535e-01
1.197459598615467635e-03 9.991939604224377991e-01 9.993734493981344391e-01 9.994407660736354115e-01 9.994081959361345024e-01 9.994643934555045295e-01 9.995030136642132357e-01
1.209507861887349758e-03 9.991859448910004327e-01 9.993672374190131213e-01 9.994352368209025173e-01 9.994022864816810570e-01 9.994590487570261805e-01 9.994980567006043204e-01
1.221677348996793059e-03 9.991778506213511157e-01 9.993609648000325585e-01 9.994296539071569896e-01 9.993963184857334037e-01 9.994536511784399835e-01 9.994930507380811457e-01
1.233969279639820105e-03 9.991696768598966605e-01 9.993546309687229012e-01 9.994240168323633711e-01 9.993902913141569089e-01 9.994482001487812184e-01 9.994879952489058583e-01
1.246384885784448081e-03 9.991614228462426528e-01 9.993482353476162983e-01 9.994183250922612505e-01 9.993842043277559872e-01 9.994426950925835440e-01 9.994828897011418523e-01
1.258925411794167924e-03 9.991530878131410498e-01 9.993417773542114801e-01 9.994125781783395057e-01 9.993780568873561476e-01 9.994371354343949410e-01 9.994777335629210224e-01
1.271592114552654463e-03 9.991446709864374442e-01 9.993352564009394534e-01 9.994067755778098805e-01 9.993718483538369668e-01 9.994315205987717166e-01 9.994725263023430673e-01
1.284386263589743990e-03 9.991361715850182179e-01 9.993286718951275294e-01 9.994009167735811161e-01 9.993655780880806860e-01 9.994258500103092580e-01 9.994672673875689695e-01
1.297309141208670804e-03 9.991275888207565847e-01 9.993220232389656843e-01 9.993950012442329722e-01 9.993592454509981904e-01 9.994201230936148317e-01 9.994619562867510520e-01
1.310362042614591788e-03 9.991189218984598552e-01 9.993153098294703662e-01 9.993890284639902477e-01 9.993528498035429974e-01 9.994143392733183529e-01 9.994565924680725022e-01
1.323546276044392520e-03 9.991101700158155907e-01 9.993085310584501890e-01 9.993829979026971344e-01 9.993463905066836128e-01 9.994084979740819330e-01 9.994511753997350478e-01
1.336863162897811109e-03 9.991013323633375354e-01 9.993016863124705162e-01 9.993769090257912380e-01 9.993398669214186292e-01 9.994025986205917755e-01 9.994457045499639536e-01
1.350314037869874365e-03 9.990924081243119925e-01 9.992947749728187112e-01 9.993707612942784868e-01 9.993332784087880505e-01 9.993966406375359712e-01 9.994401793869924777e-01
1.363900249084669045e-03 9.990833964747434237e-01 9.992877964154688319e-01 9.993645541647072639e-01 9.993266243298434270e-01 9.993906234496438001e-01 9.994345993790916260e-01
1.377623158230462065e-03 9.990742965833002698e-01 9.992807500110469920e-01 9.993582870891430936e-01 9.993199040456824944e-01 9.993845464816807356e-01 9.994289639945290737e-01
1.391484140696169899e-03 9.990651076112598838e-01 9.992736351247958337e-01 9.993519595151438839e-01 9.993131169174136463e-01 9.993784091584078100e-01 9.994232727016304496e-01
