# Fiducial parameters, omega_b = 0.022253, omega_cdm = 0.11919, 100*theta_s = 1.0418, ln10^{10}A_s = 3.0753, n_s = 0.96229, tau_reio = 0.055, M_tot_NH = 0.086, log10_Gamma_neutrinos = 3.071, sigma_NL = 7, beta_0^Euclid = 1, beta_1^Euclid = 1, z_reio = 1, Omega_Lambda = 1, YHe = 1, H0 = 0, A_s = 0, sigma8 = 0
32235.371 32524.011
30754.012 31014.909
29360.511 29596.43
28049.274 28262.717
26814.994 27008.217
25652.653 25827.689
24557.53 24716.209
23525.192 23669.159
22551.492 22682.22
21632.553 21751.366
20764.759 20872.842
19944.742 20043.158
19169.367 19259.067
18435.72 18517.556
17741.091 17815.827
17082.963 17151.282
16458.998 16521.512
15867.024 15924.282
15305.026 15357.519
14771.129 14819.299
14263.592 14307.835
13780.798 13821.469
13321.243 13358.661
12883.527 12917.981
12466.351 12498.098
12068.502 12097.776
11688.852 11715.862
31565.408 31852.123
30115.15 30374.201
28750.879 28985.029
27467.125 27678.871
26258.692 26450.289
25120.673 25294.152
24048.446 24205.636
23037.676 23180.218
22084.302 22213.67
21184.533 21302.047
20334.829 20441.673
19531.895 19629.13
18772.663 18861.239
18054.281 18135.047
17374.097 17447.815
16729.648 16796.999
16118.646 16180.24
15538.965 15595.349
14988.631 15040.295
14465.81 14513.193
13968.8 14012.296
13496.015 13535.978
13045.985 13082.731
12617.339 12651.155
12208.805 12239.946
11819.195 11847.894
11447.405 11473.87
30882.11 31166.334
29463.55 29720.236
28129.075 28360.977
26873.334 27082.945
25691.25 25880.818
24578.024 24749.575
23529.139 23684.497
22540.356 22681.159
21607.707 21735.423
20727.482 20843.429
19896.223 20001.581
19110.707 19206.534
18367.936 18455.177
17665.12 17744.621
16999.666 17072.186
16369.167 16435.384
15771.383 15831.904
15204.238 15259.607
14665.801 14716.504
14154.278 14200.752
13668.003 13710.639
13205.427 13244.576
12765.112 12801.089
12345.717 12378.805
11945.997 11976.45
11564.791 11592.839
11201.02 11226.868
30188.464 30469.64
28802.064 29055.872
27497.818 27727.002
26270.5 26477.542
25115.15 25302.29
24027.081 24196.338
23001.882 23155.071
22035.41 22174.163
21123.791 21249.569
20263.4 20377.517
19450.86 19554.489
18683.022 18777.215
17956.957 18042.655
17269.939 17347.985
16619.437 16690.582
16003.096 16068.015
15418.73 15478.027
14864.31 14918.523
14337.948 14387.561
13837.893 13883.339
13362.517 13404.182
12910.306 12948.538
12479.853 12514.965
12069.849 12102.121
11679.078 11708.761
11306.405 11333.725
10950.774 10975.935
29487.552 29765.136
28133.63 28384.06
26859.913 27085.918
25661.3 25865.35
24532.952 24717.275
23470.292 23636.896
22469.016 22619.707
21525.082 21661.481
20634.705 20758.267
19794.351 19906.379
19000.72 19102.383
18250.741 18343.082
17541.553 17625.507
16870.497 16946.899
16235.099 16304.697
15633.063 15696.526
15062.255 15120.179
14520.692 14573.613
14006.532 14054.928
13518.065 13562.364
13053.701 13094.287
12611.963 12649.179
12191.476 12225.63
11790.963 11822.332
11409.235 11438.067
11045.185 11071.703
10697.781 10722.186
28782.77 29056.242
27461.486 27708.062
26218.451 26440.84
25048.689 25249.344
23947.478 24128.613
22910.358 23073.968
21933.128 22081.006
21011.847 21145.603
20142.824 20263.902
19322.61 19432.304
18547.988 18647.457
17815.962 17906.241
17123.741 17205.757
16468.731 16543.312
15848.52 15916.406
15260.866 15322.719
14703.688 14760.1
14175.052 14226.551
13673.161 13720.22
13196.346 13239.387
12743.055 12782.458
12311.848 12347.951
11901.383 11934.49
11510.414 11540.797
11137.78 11165.684
10782.401 10808.046
10443.271 10466.853
28077.159 28346.023
26788.535 27030.8
25576.202 25794.555
24435.31 24632.185
23361.258 23538.851
22349.696 22509.986
21396.532 21541.297
20497.922 20628.759
19650.271 19768.611
18850.215 18957.341
18094.62 18191.679
17380.564 17468.582
16705.327 16785.22
16066.379 16138.968
15461.37 15527.386
14888.114 14948.212
14344.582 14399.345
13828.887 13878.838
13339.278 13384.883
12874.128 12915.804
12431.924 12470.044
12011.26 12046.158
11610.829 11642.804
11229.415 11258.734
10865.887 10892.79
10519.19 10543.893
10188.344 10211.04
27374.278 27638.078
26118.171 26355.705
24936.407 25150.339
23824.261 24017.001
22777.25 22950.975
21791.138 21947.808
20861.937 21003.314
19985.905 20113.569
19159.536 19274.904
18379.555 18483.897
17642.909 17737.359
16946.749 17032.322
16288.426 16366.028
15665.477 15735.917
15075.608 15139.61
14516.693 14574.901
13986.752 14039.743
13483.948 13532.236
13006.573 13050.619
12553.043 12593.255
12121.882 12158.628
11711.721 11745.329
11321.286 11352.049
10949.391 10977.571
10594.933 10620.767
10256.886 10280.584
9934.2932 9956.0445
26677.455 26935.778
25453.569 25685.993
24302.096 24511.258
23218.436 23406.722
22198.223 22367.787
21237.332 21390.112
20331.881 20469.62
19478.223 19602.485
18672.947 18785.133
17912.864 18014.227
17194.998 17286.659
16516.577 16599.539
15875.021 15950.177
15267.928 15336.078
14693.069 14754.924
14148.368 14204.566
13631.9 13683.007
13141.875 13188.396
12676.629 12719.017
12234.618 12273.276
11814.406 11849.694
11414.657 11446.897
11034.131 11063.61
10671.673 10698.649
10326.209 10350.911
9996.7379 10019.372
9682.3278 9703.0796
25989.996 26242.479
24797.883 25024.865
23676.281 23880.369
22620.712 22804.264
21626.927 21792.072
20690.91 20839.564
19808.881 19942.765
18977.292 19097.951
18192.821 18301.638
17452.362 17550.575
16753.021 16841.735
16092.097 16172.301
15467.078 15539.654
14875.628 14941.362
14315.574 14375.167
13784.896 13838.975
13281.719 13330.841
12804.3 12848.962
12351.02 12391.664
11920.373 11957.396
11510.961 11544.717
11121.485 11152.288
10750.736 10778.867
10397.59 10423.299
10060.998 10084.512
9739.9884 9761.5068
9433.6519 9453.3553
25315.11 25561.447
24154.175 24375.435
23061.885 23260.643
22033.884 22212.467
21066.034 21226.544
20154.427 20298.756
19295.386 19425.232
18485.456 18602.344
17721.403 17826.697
17000.207 17095.127
16319.047 16404.683
15675.298 15752.623
15066.512 15136.394
14490.417 14553.63
13944.895 14002.129
13427.983 13479.852
12937.853 12984.905
12472.809 12515.532
12031.274 12070.102
11611.784 11647.104
11212.976 11245.135
10833.585 10862.89
10472.434 10499.16
10128.429 10152.82
9800.549 9822.8251
9487.8461 9508.2027
9189.4361 9208.0483
24655.756 24895.705
23525.268 23740.585
22461.605 22654.829
21460.526 21633.954
20518.006 20673.711
19630.242 19770.089
18793.653 18919.317
18004.877 18117.862
17260.77 17362.418
16558.388 16649.902
15894.989 15977.442
15268.016 15342.365
14675.089 14742.187
14113.992 14174.6
13582.668 13637.464
13079.203 13128.79
12601.82 12646.734
12148.866 12189.586
11718.806 11755.758
11310.215 11343.777
10921.767 10952.277
10552.23 10579.988
10200.457 10225.731
9865.3823 9888.412
9546.0139 9567.0117
9241.4275 9260.5837
8950.7624 8968.2468
24015.02 24248.41
22914.107 23123.325
21878.252 22065.801
20903.327 21071.471
19985.414 20136.196
19120.812 19256.07
18306.036 18427.42
17537.814 17646.803
16813.084 16911.002
16128.984 16217.013
15482.842 15562.037
14872.17 14943.473
14294.65 14358.901
13748.129 13806.072
13230.6 13282.902
12740.203 12787.454
12275.205 12317.933
11833.999 11872.671
11415.091 11450.123
11017.092 11048.854
10638.711 10667.533
10278.749 10304.924
9936.0896 9959.878
9609.6946 9631.3292
9298.5977 9318.2855
9001.8993 9019.8248
8718.7608 8735.0888
23395.363 23622.095
22323.041 22526.072
21314.07 21495.864
20364.431 20527.219
19470.31 19616.103
18628.103 18758.711
17834.418 17951.465
17086.07 17191.012
16380.077 16474.217
15713.654 15798.154
15084.199 15160.097
14489.29 14557.51
13926.671 13988.037
13394.244 13449.489
12890.057 12939.832
12412.296 12457.181
11959.277 11999.787
11529.433 11566.026
11121.309 11154.393
10733.554 10763.489
10364.909 10392.017
10014.208 10038.774
9680.3627 9702.6406
9362.3621 9382.578
9059.2653 9077.6201
8770.1957 8786.8685
8494.337 8509.487
22799.257 23019.311
21754.43 21951.258
20771.313 20947.341
19845.992 20003.415
18974.753 19115.55
18154.085 18280.038
17380.686 17493.392
16651.454 16752.346
15963.485 16053.842
15314.065 15395.031
14700.662 14773.257
14120.917 14186.048
13572.632 13631.107
13053.763 13106.301
12562.41 12609.65
12096.806 12139.316
11655.31 11693.594
11236.396 11270.902
10838.648 10869.773
10460.747 10488.844
10101.47 10126.852
9759.6776 9782.6226
9434.3118 9455.0669
9124.3871 9143.1717
8828.9867 8845.9958
8547.2567 8562.6636
8278.4015 8292.3604
22228.595 22442.028
21210.079 21400.762
20251.706 20422.023
19349.66 19501.77
18500.322 18636.172
17700.271 17821.614
16946.29 17054.698
16235.356 16332.236
15564.64 15651.251
14931.498 15008.962
14333.461 14402.781
13768.232 13830.299
13233.669 13289.276
12727.78 12777.632
12248.714 12293.436
11794.748 11834.898
11364.284 11400.354
10955.835 10988.263
10568.02 10597.193
10199.554 10225.817
9849.2444 9872.9034
9515.9819 9537.3072
9198.7343 9217.9661
8896.5415 8913.8928
8608.5096 8624.1696
8333.8064 8347.9429
8071.6563 8084.4185
21684.83 21891.776
20691.379 20876.042
19756.577 19921.302
18876.704 19023.614
18048.232 18179.241
17267.824 17384.656
16532.345 16636.544
15838.846 15931.797
15184.569 15267.51
14566.937 14640.97
13983.544 14049.653
13432.147 13491.208
12910.66 12963.45
12417.141 12464.351
11949.783 11992.028
11506.909 11544.733
11086.958 11120.844
10688.481 10718.857
10310.131 10337.376
9950.6562 9975.1063
9608.8928 9630.8456
9283.7586 9303.4779
8974.2474 8991.9668
8679.4226 8695.3491
8398.4126 8412.7297
8130.4055 8143.2759
7874.645 7886.2128
21169.08 21369.746
20199.394 20378.234
19286.944 19446.263
18428.099 18569.982
17619.415 17745.745
16857.639 16970.109
16139.707 16239.838
15462.746 15551.897
14824.063 14903.451
14221.144 14291.852
13651.64 13714.636
13113.365 13169.508
12604.283 12654.335
12122.497 12167.139
11666.246 11706.079
11233.893 11269.45
10823.915 10855.669
10434.898 10463.268
10065.528 10090.884
9714.5817 9737.2536
9380.925 9401.2023
9063.5014 9081.6411
8761.3289 8777.5584
8473.4933 8488.014
8199.1441 8212.1339
7937.4888 7949.1055
7687.7892 7698.1725
20681.9 20876.565
19734.658 19907.938
18843.318 18997.476
18004.334 18141.42
17214.342 17336.206
16470.164 16578.471
15768.81 15865.054
15107.472 15192.991
14483.521 14559.51
13894.501 13962.027
13338.121 13398.133
12812.243 12865.586
12314.88 12362.303
11844.18 11886.351
11398.424 11435.932
10976.011 11009.38
10575.456 10605.149
10195.376 10221.804
9834.4893 9858.0145
9491.6015 9512.5451
9165.6039 9184.2495
8855.465 8872.0634
8560.2257 8574.9986
8278.9931 8292.1365
8010.9364 8022.6234
7755.2817 7765.6654
7511.3079 7520.5235
20223.171 20412.17
19297.056 19465.091
18425.59 18574.884
17605.306 17737.871
16832.915 16950.57
16105.31 16209.692
15419.566 15512.146
14772.942 14855.033
14162.866 14235.645
13586.938 13651.453
13042.917 13100.103
12528.716 12579.403
12042.391 12087.316
11582.133 11621.951
11146.261 11181.552
10733.211 10764.489
10341.531 10369.251
9969.8698 9994.4335
9616.9732 9638.7365
9281.6749 9300.9521
8962.8908 8979.9595
8659.6127 8674.7181
8370.903 8384.2615
8095.8889 8107.6917
7833.7583 7844.174
7583.7545 7592.932
7345.1725 7353.2433
19792.187 19975.903
18885.916 19049.067
18033.12 18177.887
17230.405 17358.765
16474.551 16588.292
15762.518 15863.25
15091.446 15180.613
14458.648 14537.545
13861.612 13931.396
13297.988 13359.69
