# Fiducial parameters, omega_b = 0.022237, omega_cdm = 0.12, H0 = 67.36, ln10^{10}A_s = 3.044, n_s = 0.9649, tau_reio = 0.0544, M_tot = 0.18, sigma_NL = 7, beta_0^Euclid = 1, beta_1^Euclid = 1, z_reio = 1, Omega_Lambda = 1, YHe = 1, 100*theta_s = 1, A_s = 0, sigma8 = 0
    2  1064.5873  0.032651625  2.7590011  2.6552783e-07  0.0030831604  
    3  504.52807  0.02126616  1.5520651  1.3071936e-07  0.0015467664  
    4  286.83057  0.011338425  0.87337116  7.9618202e-08  0.00090612522  
    5  183.30928  0.0053033481  0.49728484  5.4332053e-08  0.00058349349  
    6  127.0464  0.0023524839  0.28672035  3.9644687e-08  0.00040051953  
    7  93.392832  0.0011650895  0.16905006  3.0372013e-08  0.00028805198  
    8  71.800813  0.00075715945  0.10377481  2.4047504e-08  0.00021485814  
    9  57.134107  0.00061244391  0.068066923  1.9567801e-08  0.00016505091  
   10  46.707715  0.00053648023  0.048847734  1.6236515e-08  0.00012984506  
   11  39.037025  0.00048402991  0.038570015  1.3546469e-08  0.00010480842  
   12  33.227733  0.00045118782  0.032927362  1.1565913e-08  8.516604e-05  
   13  28.698149  0.00043453661  0.029579646  9.9930675e-09  7.0423019e-05  
   14  25.113437  0.00042711389  0.027319363  8.7278534e-09  5.8870334e-05  
   15  22.213841  0.00042351824  0.025544804  7.6966772e-09  4.9619131e-05  
   16  19.832801  0.00042194876  0.02400397  6.8460214e-09  4.2262162e-05  
   17  17.853659  0.00042256375  0.022630407  6.1358589e-09  3.6336506e-05  
   18  16.188271  0.00042552883  0.021420508  5.5347955e-09  3.1456332e-05  
   19  14.774653  0.0004302388  0.02037325  5.0219169e-09  2.7413345e-05  
   20  13.560418  0.00043595156  0.019480314  4.5761746e-09  2.4012572e-05  
   21  12.509675  0.0004422656  0.018710182  4.1851829e-09  2.1158822e-05  
   22  11.59273  0.00044886121  0.018025754  3.8395181e-09  1.8762066e-05  
   23  10.788185  0.00045564524  0.017390802  3.5335642e-09  1.672401e-05  
   24  10.077699  0.00046253806  0.016771774  3.2609604e-09  1.4944501e-05  
   25  9.4468554  0.00046945756  0.016144956  3.017736e-09  1.339808e-05  
   26  8.8831058  0.00047634767  0.015494649  2.7997697e-09  1.2069576e-05  
   27  8.3774551  0.00048326905  0.014827363  2.6039649e-09  1.0920171e-05  
   28  7.9221413  0.00049029639  0.014154214  2.4273059e-09  9.9050502e-06  
   29  7.510784  0.0004974439  0.013482526  2.2679018e-09  9.0077806e-06  
   30  7.1373481  0.00050471062  0.012818676  2.123822e-09  8.2163404e-06  
   31  6.7963004  0.00051209126  0.01216791  1.9926618e-09  7.5161429e-06  
   32  6.4841168  0.00051957298  0.011530948  1.8733286e-09  6.8962492e-06  
   33  6.1977749  0.00052710858  0.01090738  1.764424e-09  6.3444893e-06  
   34  5.934383  0.00053469467  0.010296116  1.6647335e-09  5.8479465e-06  
   35  5.6915699  0.00054230303  0.0096933426  1.5732444e-09  5.4002985e-06  
   36  5.4670948  0.0005499493  0.0090945695  1.4892001e-09  4.995925e-06  
   37  5.2588763  0.00055761789  0.0084963964  1.4115551e-09  4.6288013e-06  
