4.751977628265113265e-13 -1.452527923875923240e-14 -9.244686977332459452e-15 -8.147079971267125432e-16 3.347508023393380437e-15 3.932339513715303970e-14 5.126881802356504888e-15 6.179694500156860670e-16 -2.568675276977594145e-16 -8.558933262248577780e-17 1.710458810038858704e-15 -6.577240382019802905e-14 1.114113490984915753e-15 -1.123244819264390564e-16 8.576595537469353480e-17 7.273130007717790408e-16 2.573269318012006253e-16 2.183957781674927320e-14 4.242770583877293955e-15 1.162648890491991121e-15 -7.161301926610834521e-16 -4.711057489712254564e-17 -8.800351526894379286e-16 6.206664918191758344e-14 1.613428426102995728e-16 -7.963786344730071024e-17 7.916971409730254864e-17 9.701537874676843430e-17 -2.854015920994646919e-18 1.000846471685205220e-15 2.001352177076589630e-16 -6.464617231158256880e-17 -6.478678947296501186e-17 1.207057397937645643e-17 3.315765560839879546e-16 -2.750944962315653444e-14
-1.452527923875922609e-14 4.457585093831169912e-12 -9.311401689201029026e-14 5.557451514216969697e-15 2.467728940887904617e-13 -4.505022340731246423e-12 -1.885608880294422849e-16 1.255276347660313363e-14 7.932327901194415520e-15 -3.288846420133671731e-15 -6.328234359406820665e-15 2.269162110552661695e-13 -5.455174822062305627e-16 3.556799658979339214e-15 5.457118209714535241e-16 2.160204614153573484e-16 2.362631042002618964e-15 -8.286562779606439453e-14 4.231099821610042227e-16 6.244234465483181332e-15 3.025026121000584545e-15 -6.226845355840492097e-16 -4.059522729178116239e-15 1.198203464742026565e-13 -4.286828523661973332e-16 1.319777346303601328e-15 -1.078207824610961184e-16 3.078704090051622852e-17 4.708587649523365791e-16 -2.170499251324925224e-14 -1.783779774009125827e-16 8.154301248311813962e-16 -3.842203170750208364e-17 9.020017358163817202e-17 4.882036520679213166e-16 -9.796646473056341581e-15
-9.244686977332462608e-15 -9.311401689201018929e-14 1.874247300176268384e-11 3.201327767152990958e-14 8.360483253457638178e-13 -1.632034937251679781e-11 -1.255238510272877669e-16 7.776938424171204587e-15 -5.213362013194211802e-15 -1.525463241766658129e-14 -1.578734766476961324e-14 2.112258579264680164e-13 -2.172685949108062559e-17 3.973030547067329311e-16 9.556626512692808926e-16 1.170945705060827891e-15 -1.748929998797666972e-16 3.182807519352085302e-14 -5.537952724682687693e-16 3.167031590296575630e-15 -1.799274617186344669e-16 -1.307888651894405411e-14 -1.265980593577339455e-15 -1.213292033717206465e-13 1.740801711089558406e-16 -1.120421560065667184e-16 1.673915478061537735e-16 3.488950506710451337e-16 -3.048060259652777572e-16 2.098258246981200479e-14 -3.549791380864883495e-17 -4.182141098233570411e-17 3.206843678931821483e-16 4.228293287351471615e-16 -2.337144196327089246e-16 1.611854822301244317e-14
-8.147079971267156986e-16 5.557451514216975219e-15 3.201327767152990958e-14 3.937563246531307901e-11 -4.046005434204890118e-13 -6.974198902581422686e-11 -3.325065973805422257e-16 -3.450832412693746277e-15 -1.403160429796852804e-14 -7.320390210256439845e-14 2.841331489040522534e-14 6.259180491282820000e-13 2.939474916090491358e-16 3.762262114849419504e-16 9.282033629353145118e-16 7.944546552247254011e-15 -6.135365172780245029e-15 4.354341058617000352e-13 1.193128416011316809e-17 -9.353146546901012757e-16 -1.351384222258968984e-14 -4.604047687987495728e-14 1.924807359187211972e-14 -2.398369120443225894e-13 3.647780255139425778e-16 6.236104868566780012e-18 3.145562335431199607e-16 5.875395776510854756e-15 -1.762961768085948163e-15 1.235347120437119460e-13 4.877715786517806150e-17 1.273179703221100630e-16 6.012080301793540555e-16 6.856533263389436740e-15 -1.348816277498758900e-15 9.848148589923234479e-14
3.347508023393383198e-15 2.467728940887903607e-13 8.360483253457634139e-13 -4.046005434204889108e-13 2.028484590787386747e-10 -2.651708092389661415e-10 1.826548631146200616e-15 -5.571074631407618922e-15 -1.882367886352933453e-14 3.270430697420082442e-14 -3.297035236876919572e-13 1.804791145346645264e-12 -1.696874385959594958e-15 2.237104172957456537e-15 2.697977689619272094e-16 -5.973172805463691924e-15 8.749721037190896612e-15 -2.359637175787410679e-14 3.953218194818922799e-16 -4.802753701207463158e-15 -1.920319165024154295e-15 2.171572569415509993e-14 7.739563524492674913e-15 3.051383297079554994e-13 -4.575979284470139671e-16 4.809512919712085093e-16 3.920723638931220946e-16 -5.607794425579483562e-16 -9.605133670942634817e-16 1.511499884748839851e-14 1.245839390504072314e-16 5.108842638771071384e-16 -3.204030036565186430e-16 -1.473309461124798476e-15 -9.718167830153801349e-15 -7.006495990851735181e-15
3.932339513715303339e-14 -4.505022340731248039e-12 -1.632034937251681074e-11 -6.974198902581422686e-11 -2.651708092389661415e-10 6.432767538270625186e-09 -9.276747035806113117e-14 1.931079762099995268e-13 2.992555926888679414e-13 5.937928378111837505e-13 1.874915912641549985e-12 4.634606194552666222e-11 8.253186160179254017e-14 -7.721013240807679473e-14 2.738921959151070082e-15 4.474652934471634123e-13 -9.503666945787571261e-14 -2.942744858699747947e-11 2.336133987654756002e-15 1.449027298846302606e-13 -9.228807839776700228e-14 -2.221437192133711166e-13 3.124014487747270457e-13 7.363075228463489391e-11 3.570429546478586924e-14 -2.679933815260442514e-14 -1.211320504774634151e-14 6.179295717925168841e-14 -3.527050496571548088e-15 -3.778559808696825390e-12 -1.826584726612575154e-14 -1.175887431905828874e-14 1.199266579379013355e-14 9.908997289653885605e-14 -3.398343082965682651e-14 -6.011426722926198519e-12
5.126881802356505676e-15 -1.885608880294420877e-16 -1.255238510272875697e-16 -3.325065973805426202e-16 1.826548631146200616e-15 -9.276747035806110592e-14 2.052329431619516105e-13 -6.269827229855139172e-15 -3.878056841271284381e-15 9.870267651026317679e-17 9.340558271638458559e-16 8.627646107113098114e-14 4.342239341862956018e-15 6.698646996983100944e-18 -1.846859046848593347e-16 -6.608061805205541808e-17 2.017759678134347048e-15 -7.974352425494187688e-14 3.264270817872747763e-15 4.611814996386883518e-16 -3.709961820824038685e-16 2.610703124086333786e-17 -1.975755491314149484e-16 5.719584216613985524e-15 2.199099331998299354e-15 2.732622754648149020e-16 -2.620218037473036601e-16 3.317641332918540027e-17 1.095819853124036212e-16 -1.208275320763604771e-16 5.439809542600172535e-16 -1.818494445269412300e-16 4.845461599083148621e-19 -4.093561132978334500e-18 1.516119321965306919e-16 -6.765618573526997047e-15
6.179694500156860670e-16 1.255276347660314152e-14 7.776938424171203010e-15 -3.450832412693745488e-15 -5.571074631407620500e-15 1.931079762099995773e-13 -6.269827229855139172e-15 1.909554467829259557e-12 -4.024071275403145174e-14 4.313422775536622711e-15 1.070754141155064797e-13 -1.986758321322898390e-12 -6.110340302577319563e-16 9.747491290511732410e-15 7.262016365321952556e-15 -3.329225356333524703e-15 -6.232030064204009771e-15 2.264510492238342368e-13 6.242478366375793258e-16 3.027916540641982436e-15 1.560255267632700504e-15 -9.137485139529967670e-16 -1.670811354506139132e-15 5.526426177368037424e-14 6.791874682136126079e-17 3.198673282931900723e-15 1.283927481263268640e-15 -3.709159725425622562e-16 -1.335045846201444259e-15 3.291792904102874464e-14 -1.786240358579322543e-16 6.501091052771579866e-16 -8.541213287555036313e-17 1.247859883881485756e-16 -1.880074527362686049e-17 5.536293771077946862e-15
-2.568675276977595131e-16 7.932327901194415520e-15 -5.213362013194210225e-15 -1.403160429796852804e-14 -1.882367886352933138e-14 2.992555926888679414e-13 -3.878056841271285170e-15 -4.024071275403142649e-14 8.032377939881890980e-12 1.409327330818267326e-14 3.884690004732621059e-13 -7.543947046183170038e-12 3.134837377512587582e-18 6.778297548427218200e-15 -5.168332116315839439e-15 -1.183526846693051047e-14 -1.284861613467027273e-14 2.214851566678217856e-13 -4.465296317552445519e-16 1.601245780320137216e-15 -7.575735436105066677e-16 -7.193063642532781028e-15 -8.877926772781935406e-15 2.386911398765778646e-13 -1.456589467212493102e-16 1.338488043789086618e-15 3.195431125099697655e-16 -5.199362047207145811e-15 -6.818366586578081551e-16 -3.408791360351888752e-14 1.545809938179947210e-18 -7.350560530876934144e-17 2.447766256839638243e-16 2.181112491087175659e-16 1.667063683264356709e-16 -3.417985031585372832e-15
-8.558933262248574082e-17 -3.288846420133670153e-15 -1.525463241766658129e-14 -7.320390210256439845e-14 3.270430697420082442e-14 5.937928378111837505e-13 9.870267651026399030e-17 4.313422775536619556e-15 1.409327330818279948e-14 1.688684012873960604e-11 -1.284461123633620216e-13 -3.055138307622676537e-11 -1.323202438963280319e-16 -3.093720831448297304e-15 -1.153890269859897131e-14 -6.136846023823932008e-14 2.843872638701480558e-14 6.415603469336068803e-13 -8.326341107722164897e-17 -7.889515266437624376e-16 -7.851002183063705780e-15 -3.257895207185399925e-14 2.559090680369575548e-14 4.287423819162487067e-13 1.177969387037734118e-16 -4.221243182106740962e-16 -5.511947349829594650e-15 -1.642585170317185327e-14 6.877564158222318238e-15 2.030627278042369366e-14 -2.109115504546109824e-17 1.370937576352056947e-16 3.443927158776093500e-16 5.856715587816540541e-15 -1.385080131335147075e-15 4.744380442799658590e-14
