1.947531689205986956e-13 1.292298241320583090e-14 2.717526715236800507e-14 4.019887813391548279e-14 4.566760895931999317e-14 3.256344745818150197e-14 7.848538805263464653e-13 1.462291202509737931e-13 1.928651194613067585e-14 3.459888269567694892e-14 4.693269110603233099e-14 5.591496353299235084e-14 6.493862987888311130e-14 -2.148678540391118422e-13 1.119963722406956736e-13 2.207231638879189616e-14 3.967241266250570070e-14 5.172802329755192811e-14 6.284234632735227902e-14 6.550099086318533203e-14 1.668214431961370632e-13 2.095206875428806288e-13 2.280532448497938031e-14 3.854446580723617347e-14 5.419390536248467631e-14 6.416302509280045399e-14 6.049852779389051937e-14 4.980918161171267121e-13 1.579749728006593824e-13 2.724080178843501838e-14 4.582364269889149696e-14 6.124591421446290141e-14 7.515604899160086850e-14 8.587768124714380146e-14 -9.678774635608011117e-14 2.274313108141390380e-13 3.476382773189513925e-14 5.302106774718120075e-14 7.332829972595472446e-14 8.969114004595118938e-14 9.875592462303234853e-14 1.737202966048528141e-13
1.292298241320583563e-14 1.398566106095793562e-12 7.633119617245475116e-14 1.745727200199600715e-13 2.139434127340338221e-13 2.308496507036693000e-13 6.284026954757562604e-14 2.119508704971444810e-14 5.353502168007337009e-13 1.259171466580674178e-13 1.955252312093130280e-13 2.265611883767583115e-13 2.307541096724703350e-13 4.155440804122898465e-13 2.666143822765185605e-14 2.431376273657232780e-13 1.527579705776523435e-13 2.130950112192195398e-13 2.469139602110925634e-13 2.474051684700280302e-13 5.247644765589735638e-13 2.306172491305172602e-14 8.079264129290471541e-13 1.328099814490454652e-13 2.325299102816488879e-13 2.764614960599307587e-13 2.921294270432623404e-13 5.755080783233968664e-13 2.944797760731295019e-14 3.420230774768361359e-13 1.718813690057325781e-13 2.496520795105894127e-13 2.951351177891917037e-13 3.086080737714301812e-13 5.373402982763578366e-13 3.587283741821798829e-14 5.007440405680021414e-13 1.956141294956788632e-13 3.001408413901462086e-13 3.642231374871860017e-13 3.976618724764359492e-13 6.763368807452811291e-13
2.717526715236804609e-14 7.633119617245461232e-14 6.844483165096695376e-12 2.189938309698806414e-13 4.671203448624028571e-13 7.234959458526371551e-13 -4.459308822458290504e-12 3.418596906572722542e-14 1.267649386758660990e-13 1.301625706426785141e-12 4.139764406718355016e-13 4.882718451403257720e-13 4.968519637763833770e-13 7.480456084940657926e-13 3.824773228647549329e-14 1.537239211467683362e-13 4.841953551366245304e-13 4.665023955358429061e-13 5.356220646615542806e-13 5.252096920897864777e-13 1.097494514233297986e-12 3.850526103320434142e-14 1.319413205380606481e-13 1.878332359726456828e-12 4.662133034361993193e-13 5.861550801296532159e-13 6.291259382432336384e-13 3.776685489670380317e-13 4.495655923330014705e-14 1.713294379073211884e-13 6.101282198830317830e-13 5.379519252767660758e-13 6.346299687809433152e-13 6.402258349490252857e-13 1.306473821539713033e-12 5.234266601256925581e-14 1.949257015531593830e-13 7.973172308248130057e-13 6.329013286518959945e-13 7.684320789115341329e-13 8.044978408552034159e-13 1.609758681964475684e-12
4.019887813391547647e-14 1.745727200199601725e-13 2.189938309698795812e-13 2.344529363366881751e-11 7.447102489725111270e-13 1.532629288005345857e-12 -1.556304236741952143e-11 4.731817878067439749e-14 1.935574045049538267e-13 4.108836834894864617e-13 2.532692948601221299e-12 7.484166092263038011e-13 8.488234832002009800e-13 -1.822978730403402401e-13 5.226696058839399348e-14 2.106952112440496443e-13 4.624897898022993718e-13 8.466001400237153524e-13 8.301679017714833004e-13 8.434430979581772190e-13 1.666818541815563747e-12 5.436530817907987442e-14 2.324941917415918911e-13 4.645374379772792681e-13 3.620390368016380963e-12 9.068358732948537455e-13 1.100299416072756978e-12 -1.562030403814785519e-12 6.135799905755940998e-14 2.477595739311826372e-13 5.350042539868678477e-13 1.046758504069560610e-12 9.926454533785269366e-13 1.037893718244376823e-12 1.991474428126290679e-12 7.359953429073053911e-14 3.000468789771344504e-13 6.310890912903989178e-13 1.330048973088739808e-12 1.214987496806910802e-12 1.318032196361408228e-12 2.331128563606734098e-12
4.566760895931998055e-14 2.139434127340337716e-13 4.671203448624028571e-13 7.447102489725110260e-13 4.488839080520274754e-11 3.993122254206187303e-13 -7.884891445430772687e-11 5.554132421348264641e-14 2.245784153379606357e-13 4.877573946429369715e-13 7.495903123002273179e-13 3.011926940591264341e-12 9.946481829460431388e-13 -1.278296119738644508e-12 6.185470408108033074e-14 2.450268369126941506e-13 5.328983467954944693e-13 8.318978036980582111e-13 1.158052886754958007e-12 1.115271319257501667e-12 2.888871555020433055e-12 6.419200430654462774e-14 2.755709327127552048e-13 5.858464886653723404e-13 9.042229073206892964e-13 4.363745878574450892e-12 1.221820907387981062e-12 -3.355483763419340071e-12 7.362488355813065595e-14 2.931919297979457158e-13 6.323549710063805558e-13 9.938428930274458083e-13 1.441366236099951168e-12 1.401001679327806486e-12 3.184430938279286258e-12 8.928400750656502699e-14 3.635752656687908377e-13 7.669812681604550435e-13 1.215487779544142778e-12 1.851241800157278543e-12 1.817989825882185206e-12 3.813667403045270231e-12
3.256344745818159032e-14 2.308496507036690476e-13 7.234959458526369532e-13 1.532629288005344645e-12 3.993122254206184273e-13 2.144819916793671186e-10 -2.706741036120715746e-10 5.951775456081148741e-14 2.315575682562804441e-13 5.002225354021869797e-13 8.546350973841713476e-13 1.001577344254082109e-12 6.348236502018948368e-12 -7.257883014284515237e-12 6.952871483177247660e-14 2.458408897472128368e-13 5.220574304988205749e-13 8.473646867125520429e-13 1.115115682610039346e-12 1.407164469272703213e-12 2.175515643493609263e-12 6.011247146471571158e-14 2.960133447125145395e-13 6.298130612579004325e-13 1.102367856407743960e-12 1.221083858411580751e-12 9.940676321343322396e-12 -1.453837241353705443e-11 8.090319887414337621e-14 3.037614774519868454e-13 6.384566711285102757e-13 1.041535416994525844e-12 1.402158385785567442e-12 1.821755947051863460e-12 3.788655697155201550e-12 9.317047427738381413e-14 3.937260868733503971e-13 8.019796459498787390e-13 1.318844514478284671e-12 1.817009855951792773e-12 2.523949891206956904e-12 4.241096508216319767e-12
7.848538805263432342e-13 6.284026954757711541e-14 -4.459308822458287273e-12 -1.556304236741945358e-11 -7.884891445430780442e-11 -2.706741036120710059e-10 6.744911373215080362e-09 5.364238501407371919e-14 2.604736383821233780e-13 5.389638031315952628e-13 -4.684284498840831056e-13 -1.625884050085981396e-12 -7.902464011734812826e-12 2.783504984500564508e-10 -9.613155138478161850e-14 5.625419882184923722e-13 1.148863365023973352e-12 1.644819368898246974e-12 3.032160855576553172e-12 2.419339057437699416e-12 -2.297718389060808538e-12 5.250449745285381474e-13 3.152536256221421247e-13 2.944128813807912719e-13 -1.686465496838282660e-12 -3.689947257558708655e-12 -1.494067071869210241e-11 4.864892690143360253e-10 5.292106695193374623e-14 7.005680500298304006e-13 1.285244104269306968e-12 1.922465264100111503e-12 3.155410760393051646e-12 3.841454150418265742e-12 9.239092404986981174e-12 4.041134568107970095e-13 8.052828217431228444e-13 1.588538741256674975e-12 2.259026214327963083e-12 3.695272168191509809e-12 4.133590730335543126e-12 4.049382550478700604e-11
1.462291202509733640e-13 2.119508704971444179e-14 3.418596906572719387e-14 4.731817878067433438e-14 5.554132421348265904e-14 5.951775456081151265e-14 5.364238501407412309e-14 1.496857313741028412e-13 1.987183319201469822e-14 3.640103225018149812e-14 5.053438507409196788e-14 5.946890472451376702e-14 5.964186038264342391e-14 2.328014531037931049e-13 1.426156115173052356e-13 2.243119294552574839e-14 4.168178363589060224e-14 5.648021978994097683e-14 6.789713845600566964e-14 7.460643905893417087e-14 -2.838210945769931884e-14 1.805626955193675072e-13 2.693078064369440605e-14 4.383959407287740935e-14 6.037951122088361280e-14 7.264051129364966938e-14 7.502925614669710863e-14 2.713192115621577765e-13 1.785794289242318947e-13 2.752609679155974004e-14 4.814111023091093336e-14 6.601667587290497679e-14 7.980414062202043114e-14 8.689624569203052785e-14 7.281250127792630431e-14 2.198954771053878307e-13 3.604345513194887598e-14 5.795814673398945014e-14 7.939673522869662874e-14 9.733809582351170318e-14 1.057884578243202185e-13 2.300005109413389092e-13
1.928651194613067585e-14 5.353502168007340039e-13 1.267649386758661747e-13 1.935574045049540034e-13 2.245784153379606105e-13 2.315575682562805451e-13 2.604736383821237314e-13 1.987183319201466035e-14 7.182178993758740955e-13 1.305317954624156076e-13 2.082819647164269112e-13 2.470973836604757242e-13 2.506730994055701631e-13 5.732595679709505316e-13 2.493813774486712013e-14 4.726863595771770952e-13 1.532252303193663691e-13 2.305548718609493875e-13 2.682393971336318532e-13 2.751056111288135540e-13 3.391711955167380231e-13 2.507070920183827866e-14 5.369578174939736160e-13 1.618409627327623289e-13 2.475578242119006562e-13 2.946288001366970404e-13 3.069241991005058284e-13 6.652539008026864409e-13 2.792265926343292086e-14 5.118558871170923701e-13 1.774337354501559379e-13 2.695411596760137142e-13 3.205911131641342828e-13 3.363034908989222295e-13 5.215359571360141419e-13 3.630796370082474711e-14 4.624877097982195810e-13 2.141704482245835302e-13 3.210469582167010096e-13 3.901974066165361902e-13 4.213928269622451796e-13 7.969360303103140051e-13
3.459888269567694261e-14 1.259171466580673673e-13 1.301625706426786353e-12 4.108836834894862092e-13 4.877573946429373754e-13 5.002225354021868787e-13 5.389638031315948589e-13 3.640103225018151074e-14 1.305317954624154562e-13 3.205932914574807596e-12 3.945024050889335281e-13 5.444115636014824611e-13 6.465145870770534868e-13 -1.201853585468887313e-12 4.143360510846360433e-14 1.559209387478551089e-13 1.212000051432192462e-12 5.009288515520695277e-13 5.875973865858969089e-13 5.899681241943727208e-13 1.043725001809153635e-12 4.422154877527504692e-14 1.621422837284976252e-13 1.181587200351530976e-12 5.228888126818289071e-13 6.360288860674734600e-13 6.580388785275441834e-13 9.056693199237755776e-13 4.826040708780044294e-14 1.780844727863981064e-13 1.168329709026016483e-12 5.774748395979018185e-13 6.968294485946468530e-13 7.141589733863903168e-13 1.142812380283954439e-12 5.858247264954361188e-14 2.161035251110234743e-13 7.972146206824480312e-13 6.885008770001729506e-13 8.367264516320607514e-13 8.688787290344483312e-13 1.744983247228753461e-12
